,country_name,state_name,Zip,As of Date,health_risk_type_description,toxin_type_name,toxin_type_cd,toxin_limit_unit,toxin_limit_value,utility_id
5229,Hillsborough,New Hampshire,33011,2020-12-31,"Liver, kidney, or circulatory system problems",STYRENE,2996,MG/L,0.10000000000000001,FL4134357
5230,Hillsborough,New Hampshire,33011,2020-12-31,,RADIUM-226,4020,MG/L,0,FL4134357
5231,Hillsborough,New Hampshire,33011,2020-12-31,,RADIUM-228,4030,MG/L,0,FL4134357
5232,Hillsborough,New Hampshire,33011,2020-12-31,"Infants below the age of six months who drink water containing nitrate in excess of the MCL could become seriously ill and, if untreated, may die. Symptoms include shortness of breath and blue-baby syndrome.",NITRATE,1040,MG/L,10,FL4130604
5233,Hillsborough,New Hampshire,33011,2020-12-31,"Infants below the age of six months who drink water containing nitrite in excess of the MCL could become seriously ill and, if untreated, may die. Symptoms include shortness of breath and blue-baby syndrome.",NITRITE,1041,MG/L,1,FL4130604
5234,Hillsborough,New Hampshire,33011,2020-12-31,Liver problems,ENDRIN,2005,MG/L,0.002,FL4130604
5235,Hillsborough,New Hampshire,33011,2020-12-31,Reproductive difficulties,METHOXYCHLOR,2015,MG/L,0.040000000000000001,FL4130604
5236,Hillsborough,New Hampshire,33011,2020-12-31,"Kidney, liver, or thyroid problems; increased risk of cancer",TOXAPHENE,2020,MG/L,0.0030000000000000001,FL4130604
5237,Hillsborough,New Hampshire,33011,2020-12-31,Minor kidney changes,DALAPON,2031,MG/L,0.20000000000000001,FL4130604
5238,Hillsborough,New Hampshire,33011,2020-12-31,Cataracts,DIQUAT,2032,MG/L,0.02,FL4130604
5239,Hillsborough,New Hampshire,33011,2020-12-31,Kidney problems; reproductive difficulties,GLYPHOSATE,2034,MG/L,0.69999999999999996,FL4130604
5240,Hillsborough,New Hampshire,33011,2020-12-31,"Weight loss, liver problems, or possible reproductive difficulties",DI(2-ETHYLHEXYL) ADIPATE,2035,MG/L,0.40000000000000002,FL4130604
5241,Hillsborough,New Hampshire,33011,2020-12-31,Slight nervous system effects,OXAMYL,2036,MG/L,0.20000000000000001,FL4130604
5242,Hillsborough,New Hampshire,33011,2020-12-31,Problems with blood,SIMAZINE,2037,MG/L,0.0040000000000000001,FL4130604
5243,Hillsborough,New Hampshire,33011,2020-12-31,Reproductive difficulties; liver problems; increased risk of cancer,DI(2-ETHYLHEXYL) PHTHALATE,2039,MG/L,0.0060000000000000001,FL4130604
5244,Hillsborough,New Hampshire,33011,2020-12-31,Liver problems,PICLORAM,2040,MG/L,0.5,FL4130604
5245,Hillsborough,New Hampshire,33011,2020-12-31,Reproductive difficulties,DINOSEB,2041,MG/L,0.0070000000000000001,FL4130604
5246,Hillsborough,New Hampshire,33011,2020-12-31,Kidney or stomach problems,HEXACHLOROCYCLOPENTADIENE,2042,MG/L,0.050000000000000003,FL4130604
5247,Hillsborough,New Hampshire,33011,2020-12-31,"Problems with blood, nervous system, or reproductive system",CARBOFURAN,2046,MG/L,0.040000000000000001,FL4130604
5248,Hillsborough,New Hampshire,33011,2020-12-31,Cardiovascular system or reproductive problems,ATRAZINE,2050,MG/L,0.0030000000000000001,FL4130604
5249,Hillsborough,New Hampshire,33011,2020-12-31,Liver damage; increased risk of cancer,HEPTACHLOR,2065,MG/L,0.00040000000000000002,FL4130604
5250,Hillsborough,New Hampshire,33011,2020-12-31,Liver damage; increased risk of cancer,HEPTACHLOR EPOXIDE,2067,MG/L,0.00020000000000000001,FL4130604
5251,Hillsborough,New Hampshire,33011,2020-12-31,"Kidney, liver, or adrenal gland problems","2,4-D",2105,MG/L,0.070000000000000007,FL4130604
5252,Hillsborough,New Hampshire,33011,2020-12-31,Liver problems,"2,4,5-TP",2110,MG/L,0.050000000000000003,FL4130604
5253,Hillsborough,New Hampshire,33011,2020-12-31,Liver or kidney problems; reproductive difficulties; increased risk of cancer,HEXACHLOROBENZENE,2274,MG/L,0.001,FL4130604
5254,Hillsborough,New Hampshire,33011,2020-12-31,Reproductive difficulties; increased risk of cancer,BENZO(A)PYRENE,2306,MG/L,0.00020000000000000001,FL4130604
5255,Hillsborough,New Hampshire,33011,2020-12-31,Liver or kidney problems; increased cancer risk,PENTACHLOROPHENOL,2326,MG/L,0.001,FL4130604
5256,Hillsborough,New Hampshire,33011,2020-12-31,Reproductive difficulties; increased risk of cancer,"1,2-DIBROMO-3-CHLOROPROPANE",2931,MG/L,0.00020000000000000001,FL4130604
5257,Hillsborough,New Hampshire,33011,2020-12-31,"Problems with liver, stomach, reproductive system, or kidneys; increased risk of cancer",ETHYLENE DIBROMIDE,2946,MG/L,5.0000000000000002e-05,FL4130604
5258,Hillsborough,New Hampshire,33011,2020-12-31,Liver or nervous system problems; increased risk of cancer,CHLORDANE,2959,MG/L,0.002,FL4130604
5259,Hillsborough,New Hampshire,33011,2020-12-31,Increased risk of cancer,TOTAL HALOACETIC ACIDS (HAA5),2456,MG/L,0.059999999999999998,FL4130089
5260,Hillsborough,New Hampshire,33011,2020-12-31,"Liver, kidney, or central nervous system problems; increased risk of cancer",TTHM,2950,MG/L,0.080000000000000002,FL4130089
5261,Grafton,New Hampshire,33009,2020-12-31,"Infants below the age of six months who drink water containing nitrate in excess of the MCL could become seriously ill and, if untreated, may die. Symptoms include shortness of breath and blue-baby syndrome.",NITRATE,1040,MG/L,10,FL4064326
5262,Grafton,New Hampshire,33009,2020-12-31,"Infants below the age of six months who drink water containing nitrite in excess of the MCL could become seriously ill and, if untreated, may die. Symptoms include shortness of breath and blue-baby syndrome.",NITRITE,1041,MG/L,1,FL4064326
5263,Grafton,New Hampshire,33009,2020-12-31,Liver problems,ENDRIN,2005,MG/L,0.002,FL4060253
5264,Grafton,New Hampshire,33009,2020-12-31,Reproductive difficulties,METHOXYCHLOR,2015,MG/L,0.040000000000000001,FL4060253
5265,Grafton,New Hampshire,33009,2020-12-31,"Kidney, liver, or thyroid problems; increased risk of cancer",TOXAPHENE,2020,MG/L,0.0030000000000000001,FL4060253
5266,Grafton,New Hampshire,33009,2020-12-31,Minor kidney changes,DALAPON,2031,MG/L,0.20000000000000001,FL4060253
5267,Grafton,New Hampshire,33009,2020-12-31,Cataracts,DIQUAT,2032,MG/L,0.02,FL4060253
5268,Grafton,New Hampshire,33009,2020-12-31,Kidney problems; reproductive difficulties,GLYPHOSATE,2034,MG/L,0.69999999999999996,FL4060253
5269,Grafton,New Hampshire,33009,2020-12-31,"Weight loss, liver problems, or possible reproductive difficulties",DI(2-ETHYLHEXYL) ADIPATE,2035,MG/L,0.40000000000000002,FL4060253
5270,Grafton,New Hampshire,33009,2020-12-31,Slight nervous system effects,OXAMYL,2036,MG/L,0.20000000000000001,FL4060253
5271,Grafton,New Hampshire,33009,2020-12-31,Problems with blood,SIMAZINE,2037,MG/L,0.0040000000000000001,FL4060253
5272,Grafton,New Hampshire,33009,2020-12-31,Reproductive difficulties; liver problems; increased risk of cancer,DI(2-ETHYLHEXYL) PHTHALATE,2039,MG/L,0.0060000000000000001,FL4060253
5273,Grafton,New Hampshire,33009,2020-12-31,Liver problems,PICLORAM,2040,MG/L,0.5,FL4060253
5274,Grafton,New Hampshire,33009,2020-12-31,Reproductive difficulties,DINOSEB,2041,MG/L,0.0070000000000000001,FL4060253
5275,Grafton,New Hampshire,33009,2020-12-31,Kidney or stomach problems,HEXACHLOROCYCLOPENTADIENE,2042,MG/L,0.050000000000000003,FL4060253
5276,Grafton,New Hampshire,33009,2020-12-31,"Problems with blood, nervous system, or reproductive system",CARBOFURAN,2046,MG/L,0.040000000000000001,FL4060253
5277,Grafton,New Hampshire,33009,2020-12-31,Cardiovascular system or reproductive problems,ATRAZINE,2050,MG/L,0.0030000000000000001,FL4060253
5278,Grafton,New Hampshire,33009,2020-12-31,Liver damage; increased risk of cancer,HEPTACHLOR,2065,MG/L,0.00040000000000000002,FL4060253
5279,Grafton,New Hampshire,33009,2020-12-31,Liver damage; increased risk of cancer,HEPTACHLOR EPOXIDE,2067,MG/L,0.00020000000000000001,FL4060253
5280,Grafton,New Hampshire,33009,2020-12-31,"Kidney, liver, or adrenal gland problems","2,4-D",2105,MG/L,0.070000000000000007,FL4060253
5281,Grafton,New Hampshire,33009,2020-12-31,Liver problems,"2,4,5-TP",2110,MG/L,0.050000000000000003,FL4060253
5282,Grafton,New Hampshire,33009,2020-12-31,Liver or kidney problems; reproductive difficulties; increased risk of cancer,HEXACHLOROBENZENE,2274,MG/L,0.001,FL4060253
5283,Grafton,New Hampshire,33009,2020-12-31,Reproductive difficulties; increased risk of cancer,BENZO(A)PYRENE,2306,MG/L,0.00020000000000000001,FL4060253
5284,Grafton,New Hampshire,33009,2020-12-31,Liver or kidney problems; increased cancer risk,PENTACHLOROPHENOL,2326,MG/L,0.001,FL4060253
5285,Grafton,New Hampshire,33009,2020-12-31,Reproductive difficulties; increased risk of cancer,"1,2-DIBROMO-3-CHLOROPROPANE",2931,MG/L,0.00020000000000000001,FL4060253
5286,Grafton,New Hampshire,33009,2020-12-31,"Problems with liver, stomach, reproductive system, or kidneys; increased risk of cancer",ETHYLENE DIBROMIDE,2946,MG/L,5.0000000000000002e-05,FL4060253
5287,Grafton,New Hampshire,33009,2020-12-31,Liver or nervous system problems; increased risk of cancer,CHLORDANE,2959,MG/L,0.002,FL4060253
5288,Grafton,New Hampshire,33009,2020-12-31,"Skin damage or problems with circulatory systems, and may have increased risk of getting cancer",ARSENIC,1005,MG/L,0.01,FL4061410
5289,Grafton,New Hampshire,33009,2020-12-31,Increase in blood pressure,BARIUM,1010,MG/L,2,FL4061410
5290,Grafton,New Hampshire,33009,2020-12-31,Kidney damage,CADMIUM,1015,MG/L,0.0050000000000000001,FL4061410
5291,Grafton,New Hampshire,33009,2020-12-31,Allergic dermatitis,CHROMIUM,1020,MG/L,0.10000000000000001,FL4061410
5292,Grafton,New Hampshire,33009,2020-12-31,Short-term exposure: Gastrointestinal distress. Long- term exposure: Liver or kidney damage. People with Wilson’s Disease should consult their personal doctor if the amount of copper in their water exceeds the action level,"COPPER, FREE",1022,TT; Action Level=1.3,1.3,FL4061408
5293,Grafton,New Hampshire,33009,2020-12-31,Nerve damage or thyroid problems,CYANIDE,1024,MG/L,0.20000000000000001,FL4061410
5294,Grafton,New Hampshire,33009,2020-12-31,Bone disease (pain and tenderness of the bones); children may get mottled teeth,FLUORIDE,1025,MG/L,4,FL4061410
5295,Grafton,New Hampshire,33009,2020-12-31,Infants and children: Delays in physical or mental development; children could show slight deficits in attention span and learning abilities; Adults: Kidney problems; high blood pressure,LEAD,1030,TT; Action Level,0.014999999999999999,FL4061410
5296,Grafton,New Hampshire,33009,2020-12-31,Kidney damage,MERCURY,1035,MG/L,0.002,FL4061410
5297,Grafton,New Hampshire,33009,2020-12-31,Hair or fingernail loss; numbness in fingers or toes; circulatory problems,SELENIUM,1045,MG/L,0.050000000000000003,FL4061410
5298,Grafton,New Hampshire,33009,2020-12-31,Increase in blood cholesterol; decrease in blood sugar,"ANTIMONY, TOTAL",1074,MG/L,0.0060000000000000001,FL4061410
5299,Grafton,New Hampshire,33009,2020-12-31,Intestinal lesions,"BERYLLIUM, TOTAL",1075,MG/L,0.0040000000000000001,FL4061410
5300,Grafton,New Hampshire,33009,2020-12-31,"Hair loss; changes in blood; kidney, intestine, or liver problems","THALLIUM, TOTAL",1085,MG/L,0.002,FL4061410
5301,Grafton,New Hampshire,33009,2020-12-31,Changes in adrenal glands,"1,2,4-TRICHLOROBENZENE",2378,MG/L,0.070000000000000007,FL4061408
5302,Grafton,New Hampshire,33009,2020-12-31,Liver problems,"CIS-1,2-DICHLOROETHYLENE",2380,MG/L,0.070000000000000007,FL4061408
5303,Grafton,New Hampshire,33009,2020-12-31,Nervous system damage,"XYLENES, TOTAL",2955,MG/L,10,FL4061408
5304,Grafton,New Hampshire,33009,2020-12-31,Liver problems; increased risk of cancer,DICHLOROMETHANE,2964,MG/L,0.0050000000000000001,FL4061408
5305,Grafton,New Hampshire,33009,2020-12-31,"Liver, kidney, or circulatory system problems",O-DICHLOROBENZENE,2968,MG/L,0.59999999999999998,FL4061408
5306,Grafton,New Hampshire,33009,2020-12-31,"Anemia; liver, kidney, or spleen damage; changes in blood",P-DICHLOROBENZENE,2969,MG/L,0.074999999999999997,FL4061408
5307,Grafton,New Hampshire,33009,2020-12-31,Increased risk of cancer,VINYL CHLORIDE,2976,MG/L,0.002,FL4061408
5308,Grafton,New Hampshire,33009,2020-12-31,Liver problems,"1,1-DICHLOROETHYLENE",2977,MG/L,0.0070000000000000001,FL4061408
5309,Grafton,New Hampshire,33009,2020-12-31,Liver problems,"TRANS-1,2-DICHLOROETHYLENE",2979,MG/L,0.10000000000000001,FL4061408
5310,Grafton,New Hampshire,33009,2020-12-31,Increased risk of cancer,"1,2-DICHLOROETHANE",2980,MG/L,0.0050000000000000001,FL4061408
5311,Grafton,New Hampshire,33009,2020-12-31,"Liver, nervous system, or circulatory problems","1,1,1-TRICHLOROETHANE",2981,MG/L,0.20000000000000001,FL4061408
5312,Grafton,New Hampshire,33009,2020-12-31,Liver problems; increased risk of cancer,CARBON TETRACHLORIDE,2982,MG/L,0.0050000000000000001,FL4061408
5313,Grafton,New Hampshire,33009,2020-12-31,Increased risk of cancer,"1,2-DICHLOROPROPANE",2983,MG/L,0.0050000000000000001,FL4061408
5314,Grafton,New Hampshire,33009,2020-12-31,Liver problems; increased risk of cancer,TRICHLOROETHYLENE,2984,MG/L,0.0050000000000000001,FL4061408
5315,Grafton,New Hampshire,33009,2020-12-31,"Liver, kidney, or immune system problems","1,1,2-TRICHLOROETHANE",2985,MG/L,0.0050000000000000001,FL4061408
5316,Grafton,New Hampshire,33009,2020-12-31,Liver problems; increased risk of cancer,TETRACHLOROETHYLENE,2987,MG/L,0.0050000000000000001,FL4061408
5317,Grafton,New Hampshire,33009,2020-12-31,Liver or kidney problems,CHLOROBENZENE,2989,MG/L,0.10000000000000001,FL4061408
5318,Grafton,New Hampshire,33009,2020-12-31,Anemia; decrease in blood platelets; increased risk of cancer,BENZENE,2990,MG/L,0.0050000000000000001,FL4061408
5319,Grafton,New Hampshire,33009,2020-12-31,"Nervous system, kidney, or liver problems",TOLUENE,2991,MG/L,1,FL4061408
5320,Grafton,New Hampshire,33009,2020-12-31,Liver or kidney problems,ETHYLBENZENE,2992,MG/L,0.69999999999999996,FL4061408
5321,Grafton,New Hampshire,33009,2020-12-31,"Liver, kidney, or circulatory system problems",STYRENE,2996,MG/L,0.10000000000000001,FL4061408
5322,Grafton,New Hampshire,33009,2020-12-31,"Increased risk of cancer, kidney toxicity",COMBINED URANIUM,4006,μg/L,30,FL4061408
5323,Grafton,New Hampshire,33009,2020-12-31,,RADIUM-226,4020,MG/L,0,FL4061408
5324,Grafton,New Hampshire,33009,2020-12-31,,RADIUM-228,4030,MG/L,0,FL4061408
5325,Grafton,New Hampshire,33009,2020-12-31,Increased risk of cancer,TOTAL HALOACETIC ACIDS (HAA5),2456,MG/L,0.059999999999999998,FL4060253
5326,Grafton,New Hampshire,33009,2020-12-31,"Liver, kidney, or central nervous system problems; increased risk of cancer",TTHM,2950,MG/L,0.080000000000000002,FL4060253
5327,Sullivan,New Hampshire,33019,2020-12-31,"Infants below the age of six months who drink water containing nitrate in excess of the MCL could become seriously ill and, if untreated, may die. Symptoms include shortness of breath and blue-baby syndrome.",NITRATE,1040,MG/L,10,FL4064326
5328,Sullivan,New Hampshire,33019,2020-12-31,"Infants below the age of six months who drink water containing nitrite in excess of the MCL could become seriously ill and, if untreated, may die. Symptoms include shortness of breath and blue-baby syndrome.",NITRITE,1041,MG/L,1,FL4064326
5329,Sullivan,New Hampshire,33019,2020-12-31,Liver problems,ENDRIN,2005,MG/L,0.002,FL4060253
5330,Sullivan,New Hampshire,33019,2020-12-31,Reproductive difficulties,METHOXYCHLOR,2015,MG/L,0.040000000000000001,FL4060253
5331,Sullivan,New Hampshire,33019,2020-12-31,"Kidney, liver, or thyroid problems; increased risk of cancer",TOXAPHENE,2020,MG/L,0.0030000000000000001,FL4060253
5332,Sullivan,New Hampshire,33019,2020-12-31,Minor kidney changes,DALAPON,2031,MG/L,0.20000000000000001,FL4060253
5333,Sullivan,New Hampshire,33019,2020-12-31,Cataracts,DIQUAT,2032,MG/L,0.02,FL4060253
5334,Sullivan,New Hampshire,33019,2020-12-31,Kidney problems; reproductive difficulties,GLYPHOSATE,2034,MG/L,0.69999999999999996,FL4060253
5335,Sullivan,New Hampshire,33019,2020-12-31,"Weight loss, liver problems, or possible reproductive difficulties",DI(2-ETHYLHEXYL) ADIPATE,2035,MG/L,0.40000000000000002,FL4060253
5336,Sullivan,New Hampshire,33019,2020-12-31,Slight nervous system effects,OXAMYL,2036,MG/L,0.20000000000000001,FL4060253
5337,Sullivan,New Hampshire,33019,2020-12-31,Problems with blood,SIMAZINE,2037,MG/L,0.0040000000000000001,FL4060253
5338,Sullivan,New Hampshire,33019,2020-12-31,Reproductive difficulties; liver problems; increased risk of cancer,DI(2-ETHYLHEXYL) PHTHALATE,2039,MG/L,0.0060000000000000001,FL4060253
5339,Sullivan,New Hampshire,33019,2020-12-31,Liver problems,PICLORAM,2040,MG/L,0.5,FL4060253
5340,Sullivan,New Hampshire,33019,2020-12-31,Reproductive difficulties,DINOSEB,2041,MG/L,0.0070000000000000001,FL4060253
5341,Sullivan,New Hampshire,33019,2020-12-31,Kidney or stomach problems,HEXACHLOROCYCLOPENTADIENE,2042,MG/L,0.050000000000000003,FL4060253
5342,Sullivan,New Hampshire,33019,2020-12-31,"Problems with blood, nervous system, or reproductive system",CARBOFURAN,2046,MG/L,0.040000000000000001,FL4060253
5343,Sullivan,New Hampshire,33019,2020-12-31,Cardiovascular system or reproductive problems,ATRAZINE,2050,MG/L,0.0030000000000000001,FL4060253
5344,Sullivan,New Hampshire,33019,2020-12-31,Liver damage; increased risk of cancer,HEPTACHLOR,2065,MG/L,0.00040000000000000002,FL4060253
5345,Sullivan,New Hampshire,33019,2020-12-31,Liver damage; increased risk of cancer,HEPTACHLOR EPOXIDE,2067,MG/L,0.00020000000000000001,FL4060253
5346,Sullivan,New Hampshire,33019,2020-12-31,"Kidney, liver, or adrenal gland problems","2,4-D",2105,MG/L,0.070000000000000007,FL4060253
5347,Sullivan,New Hampshire,33019,2020-12-31,Liver problems,"2,4,5-TP",2110,MG/L,0.050000000000000003,FL4060253
5348,Sullivan,New Hampshire,33019,2020-12-31,Liver or kidney problems; reproductive difficulties; increased risk of cancer,HEXACHLOROBENZENE,2274,MG/L,0.001,FL4060253
5349,Sullivan,New Hampshire,33019,2020-12-31,Reproductive difficulties; increased risk of cancer,BENZO(A)PYRENE,2306,MG/L,0.00020000000000000001,FL4060253
5350,Sullivan,New Hampshire,33019,2020-12-31,Liver or kidney problems; increased cancer risk,PENTACHLOROPHENOL,2326,MG/L,0.001,FL4060253
5351,Sullivan,New Hampshire,33019,2020-12-31,Reproductive difficulties; increased risk of cancer,"1,2-DIBROMO-3-CHLOROPROPANE",2931,MG/L,0.00020000000000000001,FL4060253
5352,Sullivan,New Hampshire,33019,2020-12-31,"Problems with liver, stomach, reproductive system, or kidneys; increased risk of cancer",ETHYLENE DIBROMIDE,2946,MG/L,5.0000000000000002e-05,FL4060253
5353,Sullivan,New Hampshire,33019,2020-12-31,Liver or nervous system problems; increased risk of cancer,CHLORDANE,2959,MG/L,0.002,FL4060253
5354,Sullivan,New Hampshire,33019,2020-12-31,"Skin damage or problems with circulatory systems, and may have increased risk of getting cancer",ARSENIC,1005,MG/L,0.01,FL4061410
5355,Sullivan,New Hampshire,33019,2020-12-31,Increase in blood pressure,BARIUM,1010,MG/L,2,FL4061410
5356,Sullivan,New Hampshire,33019,2020-12-31,Kidney damage,CADMIUM,1015,MG/L,0.0050000000000000001,FL4061410
